Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,sax,as,group
P65,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],bbbaaa,8,Group: 20
P91,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],aaaaaa,9,Group: 20
P1,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],aaaaaa,10,Group: 20
P565,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],aaaaaa,10,Group: 20
P413,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],aaaaaa,16,Group: 20
P532,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],bbbaaa,15,Group: 20
P99,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],aaaaaa,11,Group: 20
P285,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],aaaaaa,15,Group: 20
P324,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],bbbaaa,8,Group: 20
P106,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],bbbaaa,21,Group: 20
P68,[3|16],[4|17],[2|17],[3|21],[3|16],[2|19],[2|18],[0|21],[2|16],[4|19],[2|16],[2|17],[2|16],[3|18],[5|14],[2|16],[2|16],[2|16],[3|18],[2|13],[1|15],[2|16],[1|18],[1|14],[2|25],[2|17],[2|14],[3|15],[1|10],[2|11],[2|16],[3|12],[3|15],[1|15],[2|15],[1|15],[3|12],[3|14],[1|14],[0|17],[0|13],[2|15],[1|13],[2|12],[4|16],[4|12],[2|17],[2|12],[1|15],[1|20],[2|17],bbbaaa,6,Group: 20
P71,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,6,Group: 21
P563,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,9,Group: 21
P635,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,7,Group: 21
P3,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,7,Group: 21
P633,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],bbbaaa,13,Group: 21
P492,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,10,Group: 21
P314,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],bbbaaa,13,Group: 21
P541,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],bbbaaa,19,Group: 21
P74,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,10,Group: 21
P404,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],bbbaaa,13,Group: 21
P488,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],bbbaaa,9,Group: 21
P94,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,9,Group: 21
P598,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,21,Group: 21
P33,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,11,Group: 21
P539,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],bbbaaa,9,Group: 21
P542,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,11,Group: 21
P166,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,11,Group: 21
P267,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,14,Group: 21
P536,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],bbbaaa,22,Group: 21
P109,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,10,Group: 21
P114,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,8,Group: 21
P504,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,12,Group: 21
P21,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,5,Group: 21
P269,[5|15],[5|19],[5|16],[5|17],[3|15],[5|21],[4|16],[5|18],[6|15],[3|14],[3|18],[5|17],[4|19],[6|18],[7|16],[7|21],[4|18],[4|21],[7|19],[4|21],[6|16],[5|19],[5|21],[5|19],[4|22],[4|25],[4|15],[3|15],[3|14],[2|16],[2|14],[4|19],[3|14],[3|18],[3|19],[5|14],[3|16],[2|16],[4|15],[4|15],[3|15],[4|13],[4|20],[4|21],[5|21],[5|14],[5|13],[4|19],[3|15],[5|19],[5|19],aaaaaa,14,Group: 21
P410,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,31,Group: 22
P530,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,21,Group: 22
P526,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,27,Group: 22
P783,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,25,Group: 22
P538,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,25,Group: 22
P399,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,23,Group: 22
P502,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,15,Group: 22
P494,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],bbbaaa,15,Group: 22
P545,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],bbbaaa,22,Group: 22
P487,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,20,Group: 22
P205,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,17,Group: 22
P430,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,20,Group: 22
P364,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],aaaaaa,27,Group: 22
P543,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],bbbaaa,9,Group: 22
P26,[6|20],[6|18],[7|22],[6|18],[6|21],[5|22],[7|18],[6|26],[7|22],[6|22],[7|19],[4|25],[6|22],[4|22],[8|20],[8|21],[6|20],[8|32],[9|19],[8|27],[7|25],[5|24],[4|28],[7|27],[8|34],[5|28],[3|14],[4|15],[4|20],[4|15],[4|19],[7|17],[4|16],[4|19],[6|20],[5|16],[4|14],[5|17],[7|16],[4|17],[4|19],[5|19],[4|20],[5|20],[4|16],[3|23],[7|20],[7|20],[7|22],[7|22],[7|24],bbbaaa,21,Group: 22
